time,row,user,id,mutator,watermark,mutation_A,mutation_B,choice
1723321347.1492682,167,jason,355073874,SentenceMutator,semstamp_lsh,0,20,skipped
1723321370.9146338,168,jason,775297944,SpanMutator,umd,20,0,skipped
1723321404.060793,169,jason,4097135081,SpanMutator,semstamp_lsh,20,0,answer2
1723321443.0422215,170,jason,2276137578,WordMutator,umd,10,0,skipped
1723321562.1400118,171,jason,898333785,SpanMutator,semstamp_lsh,0,20,answer1
1723321729.1343846,172,jason,3884764694,SentenceMutator,umd,20,0,tie
1723321879.8635354,173,jason,1559661876,SentenceMutator,umd,10,0,tie
1723321916.4147687,174,jason,3103610995,SpanMutator,umd,0,1,answer1
1723321945.3657494,175,jason,1357737918,SentenceMutator,semstamp_lsh,1,0,skipped
1723321956.3525498,176,jason,1784954473,WordMutator,semstamp_lsh,10,0,answer2
1723322004.84099,177,jason,321469753,WordMutator,semstamp_lsh,1,0,answer2
1723322048.546791,178,jason,3356475144,WordMutator,semstamp_lsh,0,10,answer1
1723322077.227508,179,jason,389133706,SpanMutator,semstamp_lsh,1,0,tie
1723322130.197526,180,jason,3740859354,SentenceMutator,semstamp_lsh,20,0,answer2
1723322153.010811,181,jason,321469753,SpanMutator,semstamp_lsh,1,0,answer2
1723322179.585849,182,jason,3951773323,SentenceMutator,umd,1,0,tie
1723354307.4962478,102,Connor,3766590058,WordMutator,umd,0,20,answer1
1723354414.3179207,184,Connor,898333785,WordMutator,semstamp_lsh,0,10,tie
1723354453.953904,185,Connor,984857340,SpanMutator,semstamp_lsh,20,0,answer2
1723354467.7729802,186,Connor,4097135081,SpanMutator,semstamp_lsh,1,0,answer2
1723354487.7141857,187,Connor,2971134321,WordMutator,semstamp_lsh,0,20,skipped
1723354544.725587,188,Connor,2539450819,WordMutator,semstamp_lsh,0,10,tie
1723354651.9486284,189,Connor,3103610995,SentenceMutator,semstamp_lsh,0,20,tie
1723354701.953357,190,Connor,408131242,SentenceMutator,umd,1,0,skipped
1723354750.6561756,191,Connor,78956673,WordMutator,semstamp_lsh,0,10,answer1
1723354770.6215332,192,Connor,984857340,SpanMutator,semstamp_lsh,1,0,tie
1723354808.2146304,193,Connor,4097135081,WordMutator,umd,0,1,answer1
1723354985.4496512,194,Connor,3050541087,WordMutator,umd,1,0,tie
1723355013.4853323,195,Connor,3480799188,SpanMutator,semstamp_lsh,1,0,tie
1723355082.5366914,196,Connor,1559661876,SpanMutator,umd,10,0,tie
1723355093.668863,197,Connor,1048677649,SentenceMutator,umd,0,1,tie
1723355138.12552,198,Connor,3485044667,SentenceMutator,semstamp_lsh,0,20,answer1
1723355171.8916903,199,Connor,1804415178,SpanMutator,umd,0,20,answer1
1723355181.8401098,200,Connor,2971134321,SpanMutator,semstamp_lsh,0,10,answer1
1723355220.4087296,201,Connor,3500727212,SentenceMutator,umd,20,0,answer2
1723355256.9527714,202,Connor,984857340,SpanMutator,semstamp_lsh,0,10,tie
1723355353.2668068,203,Connor,3103610995,SentenceMutator,umd,0,20,answer1
1723355381.3677838,204,Connor,626039013,SentenceMutator,semstamp_lsh,10,0,tie
1723355423.9617035,205,Connor,1416030202,SpanMutator,semstamp_lsh,0,20,answer1
1723355455.6888204,206,Connor,3884764694,SentenceMutator,umd,0,1,answer1
1723355506.182009,207,Connor,3643961439,SpanMutator,semstamp_lsh,0,20,answer1
1723355567.9926007,208,Connor,2363080554,SentenceMutator,umd,1,0,tie
1723355619.0924592,209,Connor,3761119095,SpanMutator,umd,0,20,answer1
1723355801.4108076,210,Connor,54523115,SpanMutator,umd,10,0,tie
1723355903.2912338,211,Connor,3126507428,SpanMutator,umd,0,10,tie
1723355916.926098,212,Connor,1948070459,SpanMutator,umd,0,1,tie
1723355949.2656171,213,Connor,355073874,SpanMutator,semstamp_lsh,0,20,answer1
1723355962.5378919,214,Connor,3951773323,SpanMutator,umd,1,0,tie
1723356028.6108794,215,Connor,2753526163,WordMutator,umd,10,0,answer2
1723356105.4130065,216,Connor,355073874,SpanMutator,semstamp_lsh,10,0,answer2
1723356127.095613,217,Connor,3158391763,WordMutator,umd,0,20,answer1
1723356147.4301968,218,Connor,3166375684,SpanMutator,semstamp_lsh,0,1,answer2
1723356181.3923604,219,Connor,305100096,SpanMutator,semstamp_lsh,0,10,answer1
1723356243.8004632,220,Connor,1954210594,WordMutator,umd,20,0,answer2
1723356266.9237432,221,Connor,3126204522,WordMutator,semstamp_lsh,10,0,answer2
1723356280.7299602,222,Connor,305100096,SpanMutator,semstamp_lsh,0,1,tie
1723356291.079897,223,Connor,408131242,SpanMutator,umd,0,1,tie
1723356320.2473702,224,Connor,3096214989,SentenceMutator,semstamp_lsh,0,1,answer1
1723356328.6481888,225,Connor,3241509106,WordMutator,semstamp_lsh,1,0,tie
1723356345.4060566,226,Connor,3350112753,SentenceMutator,umd,0,1,tie
1723356363.5456574,227,Connor,3356475144,SpanMutator,semstamp_lsh,10,0,answer2
1723356401.586404,228,Connor,2569765367,SpanMutator,umd,0,1,answer1
1723356471.607225,229,Connor,3800930942,WordMutator,umd,20,0,answer2
1723356561.0503397,230,Connor,3943120934,SpanMutator,umd,0,20,answer1
1723356567.1340296,231,Connor,3766590058,SpanMutator,umd,0,1,tie
1723356599.3525207,232,Connor,3050541087,WordMutator,umd,0,10,answer1
1723356622.4363906,233,Connor,476518832,SpanMutator,umd,1,0,tie
1723356693.074317,234,Connor,389133706,WordMutator,umd,0,20,answer1
1723356758.8767693,235,Connor,157287102,SpanMutator,umd,10,0,tie
1723356770.294587,236,Connor,1416030202,SentenceMutator,semstamp_lsh,0,20,answer1
1723356839.2546122,237,Connor,1032963578,SentenceMutator,semstamp_lsh,10,0,answer2
1723356930.4200354,238,Connor,4097135081,SpanMutator,umd,10,0,tie
1723356961.6390626,239,Connor,305100096,SentenceMutator,semstamp_lsh,20,0,answer2
1723357032.1580884,240,Connor,2753526163,SpanMutator,umd,10,0,answer2
1723357070.6456714,241,Connor,4292346386,SpanMutator,umd,0,20,answer1
1723357080.8920708,242,Connor,3685312925,SpanMutator,semstamp_lsh,1,0,tie
1723357190.8749352,243,Connor,3943120934,SpanMutator,umd,0,10,answer1
1723357244.49109,244,Connor,2103580039,SpanMutator,umd,20,0,answer2
1723357254.3601012,245,Connor,3458927301,SpanMutator,umd,0,1,tie
1723357277.2062132,246,Connor,2296546760,SpanMutator,umd,0,20,answer1
1723357387.1215992,247,Connor,2468517263,SentenceMutator,umd,10,0,tie
1723357594.193612,248,Connor,693024149,WordMutator,umd,0,10,answer1
1723357604.2789948,249,Connor,2046128425,SpanMutator,semstamp_lsh,0,20,answer1
1723357650.9105127,250,Connor,54523115,WordMutator,umd,0,10,answer1
1723357679.5266562,251,Connor,3500727212,WordMutator,umd,10,0,answer2
1723357697.3653493,252,Connor,3598699537,SpanMutator,umd,10,0,answer2
1723357709.6604824,253,Connor,2468517263,WordMutator,umd,0,1,answer1
1723357768.335406,254,Connor,3598699537,SentenceMutator,semstamp_lsh,20,0,tie
1723357821.889098,255,Connor,3103610995,SentenceMutator,umd,10,0,answer2
1723357847.4453623,256,Connor,321469753,SentenceMutator,umd,0,10,skipped
1723357890.9667146,257,Connor,1555077172,SentenceMutator,umd,0,10,answer1
1723357899.4451694,258,Connor,626039013,WordMutator,umd,1,0,tie
1723357916.7435815,259,Connor,4292346386,WordMutator,umd,10,0,answer2
1723357977.0903573,260,Connor,2296546760,SpanMutator,umd,10,0,tie
1723357992.9513154,261,Connor,321469753,SpanMutator,umd,10,0,skipped
1723358009.6552787,262,Connor,2467656814,SpanMutator,semstamp_lsh,0,1,tie
1723358042.4351199,263,Connor,1954210594,SentenceMutator,umd,20,0,answer2
1723358146.4947226,264,Connor,3350112753,SentenceMutator,umd,10,0,tie
1723358158.3042965,265,Connor,2686573247,SpanMutator,umd,0,1,tie
1723358174.2545938,266,Connor,3332530220,SpanMutator,semstamp_lsh,0,20,answer1
1723358189.7233937,267,Connor,4292346386,SpanMutator,umd,1,0,tie
1723358248.1400878,268,Connor,3500727212,SpanMutator,umd,10,0,answer2
1723358260.742289,269,Connor,3458927301,SentenceMutator,umd,1,0,tie
1723358272.1858346,270,Connor,1555077172,WordMutator,umd,10,0,answer2
1723358276.12455,271,Connor,3158391763,SpanMutator,umd,1,0,tie
1723358353.7826486,272,Connor,1366257021,SpanMutator,semstamp_lsh,0,10,tie
1723358367.9515886,273,Connor,389133706,SpanMutator,semstamp_lsh,0,10,answer1
1723358428.3600721,274,Connor,1048677649,SentenceMutator,umd,0,10,tie
1723358455.8205967,275,Connor,3643961439,WordMutator,semstamp_lsh,1,0,skipped
1723358553.8013995,276,Connor,78956673,SentenceMutator,semstamp_lsh,10,0,answer2
1723358570.2621229,277,Connor,1357737918,WordMutator,semstamp_lsh,0,10,answer1
1723358604.8735542,278,Connor,157287102,SpanMutator,umd,20,0,answer2
1723358616.6768742,279,Connor,3096214989,SentenceMutator,semstamp_lsh,0,10,answer1
1723358659.9825535,280,Connor,476518832,WordMutator,umd,1,0,answer2
1723358676.0888824,281,Connor,3598699537,WordMutator,umd,0,20,answer1
1723358714.5156362,282,Connor,2498284128,SpanMutator,semstamp_lsh,1,0,tie
1723358832.3722022,283,Connor,2095526493,SpanMutator,umd,0,10,answer1
1723358856.1632712,284,Connor,3103610995,WordMutator,umd,1,0,tie
1723358879.460341,285,Connor,1954210594,WordMutator,semstamp_lsh,20,0,answer2
1723358887.745829,286,Connor,2971134321,WordMutator,semstamp_lsh,0,10,skipped
1723358915.535335,287,Connor,2359368349,SpanMutator,umd,1,0,tie
1723358969.7217355,288,Connor,626039013,WordMutator,semstamp_lsh,10,0,tie
1723358982.332978,289,Connor,2298180376,SentenceMutator,semstamp_lsh,0,1,tie
1723359013.8100412,290,Connor,3166375684,SentenceMutator,semstamp_lsh,1,0,tie
1723359070.1408033,291,Connor,1048677649,SpanMutator,umd,10,0,tie
1723359172.423573,292,Connor,4097135081,SpanMutator,umd,20,0,tie
1723359236.946753,293,Connor,3740859354,WordMutator,semstamp_lsh,20,0,answer2
1723359245.949432,294,Connor,1555077172,WordMutator,umd,20,0,answer2
1723359255.868793,295,Connor,2753526163,WordMutator,umd,1,0,tie
1723359288.8660758,296,Connor,2740954635,SpanMutator,semstamp_lsh,10,0,tie
1723359309.7495892,297,Connor,3485044667,SentenceMutator,semstamp_lsh,1,0,tie
1723359334.5128863,298,Connor,1227567691,WordMutator,umd,10,0,answer2
1723359399.574247,299,Connor,3964704857,SentenceMutator,umd,1,0,tie
1723399778.1052582,166,Boran,1954210594,SpanMutator,umd,0,10,tie
1723399789.6732712,301,Boran,3350112753,SentenceMutator,semstamp_lsh,0,1,tie
1723399815.229094,302,Boran,3332530220,WordMutator,semstamp_lsh,10,0,answer2
1723399874.3768723,303,Boran,1416030202,WordMutator,semstamp_lsh,20,0,tie
1723399929.7588756,304,Boran,775297944,WordMutator,umd,1,0,tie
1723399929.765628,304,Boran,775297944,WordMutator,umd,1,0,tie
1723399930.0134058,304,Boran,775297944,WordMutator,umd,1,0,tie
1723399950.2817242,307,Boran,4292346386,WordMutator,umd,1,0,tie
1723401654.7510707,147,Fabrice,389133706,WordMutator,semstamp_lsh,0,1,answer1
1723401702.8841252,309,Fabrice,2480759274,SentenceMutator,umd,0,20,answer1
1723401787.5447855,310,Fabrice,3761119095,WordMutator,umd,0,20,answer1
1723401824.6813104,311,Fabrice,3350112753,WordMutator,umd,0,20,answer1
1723401908.81201,312,Fabrice,3241509106,SpanMutator,semstamp_lsh,0,10,tie
1723401921.474565,313,Fabrice,1586391092,WordMutator,umd,0,1,tie
1723401978.911488,314,Fabrice,3356475144,SentenceMutator,semstamp_lsh,20,0,answer2
1723402045.93043,315,Fabrice,2539450819,WordMutator,semstamp_lsh,0,20,tie
1723402059.7081068,316,Fabrice,2276137578,SpanMutator,umd,0,1,tie
1723402103.9544713,317,Fabrice,3951773323,SentenceMutator,umd,20,0,tie
1723402186.215554,318,Fabrice,3126204522,SpanMutator,semstamp_lsh,0,10,tie
1723402211.5787618,319,Fabrice,1784954473,WordMutator,semstamp_lsh,1,0,answer2
1723402230.6224875,320,Fabrice,4292800712,SpanMutator,umd,20,0,answer2
1723402325.5059674,321,Fabrice,3598699537,SpanMutator,umd,0,20,answer1
1723402386.6421392,322,Fabrice,4267665021,SentenceMutator,umd,0,20,tie
1723402398.541622,323,Fabrice,4292800712,WordMutator,umd,1,0,skipped
1723402464.50722,324,Fabrice,3350112753,SpanMutator,semstamp_lsh,0,10,tie
1723402490.2569666,325,Fabrice,775297944,SentenceMutator,umd,0,10,answer1
1723402537.9914014,326,Fabrice,3103610995,SpanMutator,semstamp_lsh,20,0,answer2
1723403513.2135134,308,Boran,389133706,SpanMutator,umd,0,20,tie
1723403608.9361587,328,Boran,2298180376,SpanMutator,semstamp_lsh,10,0,tie
1723403608.9877396,328,Boran,2298180376,SpanMutator,semstamp_lsh,10,0,tie
1723403693.7645178,330,Boran,1954210594,SentenceMutator,umd,10,0,tie
1723403693.8905578,330,Boran,1954210594,SentenceMutator,umd,10,0,tie
1723403701.5210967,332,Boran,1366257021,WordMutator,semstamp_lsh,1,0,tie
1723403737.1715403,333,Boran,2046128425,SentenceMutator,semstamp_lsh,20,0,answer2
1723403767.7074761,334,Boran,3166375684,SentenceMutator,semstamp_lsh,20,0,answer2
1723403826.7865164,335,Boran,4097135081,WordMutator,umd,0,20,answer2
1723403865.3574362,336,Boran,2468517263,WordMutator,umd,10,0,answer2
1723403905.0234745,337,Boran,1335123275,WordMutator,umd,0,10,answer1
1723404278.375696,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.3818536,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.3866844,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.4391353,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.4426596,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.4457753,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.4493928,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.448814,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.4513881,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.4536057,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404278.4545221,338,Boran,3458927301,WordMutator,semstamp_lsh,20,0,tie
1723404285.8053052,349,Boran,1799741625,SentenceMutator,semstamp_lsh,0,20,skipped
